Invoice/Item Number,Date,Store Number,City,Zip Code,Item Number,Item Description,Pack,Bottle Volume (ml),Bottles Sold,Sale (Dollars),Volume Sold (Liters)
INV-11216000053,03/30/2018,3819,Decorah,52101,5014,Glenfiddich 15 Yr Solera Reserva,12,750,1,$48.00,0.75
INV-11216000052,03/30/2018,3819,Decorah,52101,31657,Paramount Gin,12,1000,3,$6.45,3.00
INV-11215100045,03/30/2018,4947,Cedar Falls,50647,36974,Nikolai Vodka,24,375,1,$61.68,0.37
INV-11215100044,03/30/2018,4947,Cedar Falls,50647,36969,New Amsterdam Vodka,12,750,3,$11.25,2.25
INV-11215100043,03/30/2018,4947,Cedar Falls,50647,36908,Mccormick Vodka Pet,6,1750,2,$67.26,3.50
INV-11215100042,03/30/2018,4947,Cedar Falls,50647,42718,Malibu Coconut Rum,6,1750,2,$24.74,3.50
INV-11215100041,03/30/2018,4947,Cedar Falls,50647,19476,Maker's Mark,12,750,3,$26.25,2.25
INV-11215100040,03/30/2018,4947,Cedar Falls,50647,24466,Kessler Blend Whiskey Traveler,12,750,2,$8.27,1.50
INV-11215100039,03/30/2018,4947,Cedar Falls,50647,58875,Jose Cuervo Golden Margarita,6,1750,1,$16.56,1.75
INV-11215100038,03/30/2018,4947,Cedar Falls,50647,89193,Jose Cuervo Especial Reposado Tequila,48,200,2,$4.50,0.40
INV-11215100037,03/30/2018,4947,Cedar Falls,50647,5346,Johnnie Walker Red,12,750,2,$20.25,1.50
INV-11215100036,03/30/2018,4947,Cedar Falls,50647,27682,Jim Beam Kentucky Fire,12,750,1,$188.88,0.75
INV-11215100035,03/30/2018,4947,Cedar Falls,50647,27410,Jim Beam Honey,12,750,1,$15.74,0.75
INV-11215100034,03/30/2018,4947,Cedar Falls,50647,19063,Jim Beam,48,200,2,$5.25,0.40
INV-11215100033,03/30/2018,4947,Cedar Falls,50647,19068,Jim Beam,6,1750,1,$188.94,1.75
INV-11215100032,03/30/2018,4947,Cedar Falls,50647,15626,Jameson,12,750,3,$22.49,2.25
INV-11215100031,03/30/2018,4947,Cedar Falls,50647,86670,Jack Daniel's Tennessee Honey,12,750,4,$23.36,3.00
INV-11215100030,03/30/2018,4947,Cedar Falls,50647,26820,Jack Daniels Old #7 Black Lbl Flat,24,375,3,$11.25,1.12
INV-11215100029,03/30/2018,4947,Cedar Falls,50647,48106,Hennessy Vs Cognac,12,750,6,$29.99,4.50
INV-11215100028,03/30/2018,4947,Cedar Falls,50647,48105,Hennessy VS,12,375,6,$15.74,2.25
INV-11215100027,03/30/2018,4947,Cedar Falls,50647,48099,Hennessy VS,24,200,6,$9.36,1.20
INV-11215100026,03/30/2018,4947,Cedar Falls,50647,36308,Hawkeye Vodka,6,1750,2,$64.56,3.50
INV-11215100025,03/30/2018,4947,Cedar Falls,50647,35946,Fleischmann's Royal Vodka,12,750,2,$4.97,1.50
INV-11215100024,03/30/2018,4947,Cedar Falls,50647,35926,Five O'clock PET Vodka,12,750,1,$60.72,0.75
INV-11215100023,03/30/2018,4947,Cedar Falls,50647,35914,Five O'clock Vodka,24,375,1,$69.60,0.37
INV-11215100022,03/30/2018,4947,Cedar Falls,50647,35918,Five O'clock Vodka,6,1750,2,$64.80,3.50
INV-11215100021,03/30/2018,4947,Cedar Falls,50647,64870,Fireball Cinnamon,48,100,1,$64.80,0.10
INV-11215100020,03/30/2018,4947,Cedar Falls,50647,64865,Fireball Cinnamon Whiskey PET,12,750,1,$161.64,0.75
INV-11215100019,03/30/2018,4947,Cedar Falls,50647,64864,Fireball Cinnamon Whisky,24,375,1,$192.00,0.37
INV-11215100018,03/30/2018,4947,Cedar Falls,50647,64863,Fireball Cinnamon Whiskey,48,200,6,$3.75,1.20
INV-11215100017,03/30/2018,4947,Cedar Falls,50647,52594,E & J Vs Brandy,24,375,4,$5.24,1.50
INV-11215100016,03/30/2018,4947,Cedar Falls,50647,52593,E & J Vs Brandy,24,200,2,$3.00,0.40
INV-11215100015,03/30/2018,4947,Cedar Falls,50647,52595,E & J Vs Brandy Travelers,12,750,3,$9.00,2.25
INV-11215100014,03/30/2018,4947,Cedar Falls,50647,10805,Crown Royal Regal Apple,24,375,4,$12.00,1.50
INV-11215100013,03/30/2018,4947,Cedar Falls,50647,11294,Crown Royal Canadian Whisky,24,375,6,$12.00,2.25
INV-11215100012,03/30/2018,4947,Cedar Falls,50647,11296,Crown Royal,12,750,6,$23.39,4.50
INV-11215100011,03/30/2018,4947,Cedar Falls,50647,17206,Cedar Ridge Bourbon,6,750,3,$27.15,2.25
INV-11215100010,03/30/2018,4947,Cedar Falls,50647,12408,Canadian Ltd Whisky,6,1750,2,$82.26,3.50
INV-11215100009,03/30/2018,4947,Cedar Falls,50647,10548,Black Velvet Toasted Caramel,6,1750,2,$116.94,3.50
INV-11215100008,03/30/2018,4947,Cedar Falls,50647,28086,Beefeater Gin,12,750,1,$16.49,0.75
INV-11215100007,03/30/2018,4947,Cedar Falls,50647,22786,Beam's 8 Star Bl Whiskey,12,750,2,$5.90,1.50
INV-11215100006,03/30/2018,4947,Cedar Falls,50647,22783,Beam's 8 Star Bl Whiskey,48,200,4,$1.97,0.80
INV-11215100005,03/30/2018,4947,Cedar Falls,50647,35315,Barton Vodka Pet,12,750,1,$60.72,0.75
INV-11215100004,03/30/2018,4947,Cedar Falls,50647,43026,Admiral Nelson Spiced Rum,12,750,2,$104.04,1.50
INV-11214900020,03/30/2018,4907,Cedar Falls,50613,36904,Mccormick Vodka Pet,24,375,1,$64.80,0.37
INV-11214900019,03/30/2018,4907,Cedar Falls,50613,36886,Mccormick Vodka,12,750,1,$59.64,0.75
INV-11214900018,03/30/2018,4907,Cedar Falls,50613,36908,Mccormick Vodka Pet,6,1750,1,$67.26,1.75
INV-11214900017,03/30/2018,4907,Cedar Falls,50613,35914,Five O'clock Vodka,24,375,1,$69.60,0.37
INV-11214900016,03/30/2018,4907,Cedar Falls,50613,44603,Five O'clock,12,1000,1,$78.72,1.00
INV-11214900015,03/30/2018,4907,Cedar Falls,50613,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,1,$45.00,3.00
INV-11214900014,03/30/2018,4907,Cedar Falls,50613,64870,Fireball Cinnamon,48,100,1,$64.80,0.10
INV-11214900013,03/30/2018,4907,Cedar Falls,50613,36188,Gordon's Vodka 80 Prf - Pet,6,1750,1,$87.66,1.75
INV-11214900012,03/30/2018,4907,Cedar Falls,50613,65253,Jagermeister Liqueur,48,200,20,$5.27,4.00
INV-11214900011,03/30/2018,4907,Cedar Falls,50613,37996,Smirnoff 80prf,12,750,1,$148.56,0.75
INV-11214900010,03/30/2018,4907,Cedar Falls,50613,34006,Absolut Swedish Vodka 80 Prf,12,750,1,$206.88,0.75
INV-11214900009,03/30/2018,4907,Cedar Falls,50613,23626,Five Star Pet,12,750,1,$63.00,0.75
INV-11214900008,03/30/2018,4907,Cedar Falls,50613,23824,Five Star,24,375,1,$75.36,0.37
INV-11214900007,03/30/2018,4907,Cedar Falls,50613,24454,Kessler Blend Whiskey,24,375,1,$113.52,0.37
INV-11214900006,03/30/2018,4907,Cedar Falls,50613,43123,Bacardi Superior Rum,48,200,12,$3.75,2.40
INV-11214900005,03/30/2018,4907,Cedar Falls,50613,43124,Bacardi Superior Rum,24,375,1,$162.00,0.37
INV-11214900004,03/30/2018,4907,Cedar Falls,50613,43125,Bacardi Superior Rum Pet,12,750,1,$148.68,0.75
INV-11214900003,03/30/2018,4907,Cedar Falls,50613,48106,Hennessy Vs Cognac,12,750,1,$359.88,0.75
INV-11214900002,03/30/2018,4907,Cedar Falls,50613,48099,Hennessy VS,24,200,1,$224.64,0.20
INV-11214900001,03/30/2018,4907,Cedar Falls,50613,48105,Hennessy VS,12,375,1,$188.88,0.37
INV-11214800038,03/30/2018,2190,Des Moines,50314,4959,Glen Moray,6,750,1,$28.50,0.75
INV-11214800037,03/30/2018,2190,Des Moines,50314,5106,Grant's Blended Scotch,12,750,1,$15.75,0.75
INV-11214800036,03/30/2018,2190,Des Moines,50314,5149,Glenlivet Nadurra First Fill,6,750,2,$71.21,1.50
INV-11214800035,03/30/2018,2190,Des Moines,50314,15866,The Sexton,12,750,1,$22.50,0.75
INV-11214800034,03/30/2018,2190,Des Moines,50314,4610,Buchanan's Red Seal,6,750,2,$126.75,1.50
INV-11214800033,03/30/2018,2190,Des Moines,50314,86310,La Prima Triple Sec,12,1000,1,$4.50,1.00
INV-11214800032,03/30/2018,2190,Des Moines,50314,87936,Juarez Tequila Silver,12,750,2,$11.25,1.50
INV-11214800031,03/30/2018,2190,Des Moines,50314,89879,Siete Leguas Anejo,6,750,2,$49.50,1.50
INV-11214800030,03/30/2018,2190,Des Moines,50314,27433,Bird Dog Peach Flavored Whiskey,6,750,1,$15.00,0.75
INV-11214800029,03/30/2018,2190,Des Moines,50314,16096,Evan Williams Bottled in Bond,12,750,2,$13.50,1.50
INV-11214800028,03/30/2018,2190,Des Moines,50314,11586,Black Velvet Reserve,12,750,1,$10.50,0.75
INV-11214800027,03/30/2018,2190,Des Moines,50314,10627,Canadian Club Whisky,12,1000,2,$14.57,2.00
INV-11214800026,03/30/2018,2190,Des Moines,50314,69611,Dr. Mcgillicuddy's Apple Pie Schnapps,12,750,2,$12.99,1.50
INV-11214800025,03/30/2018,2190,Des Moines,50314,69667,Dr. Mcgillicuddy's Vanilla,12,1000,1,$16.50,1.00
INV-11214800024,03/30/2018,2190,Des Moines,50314,37417,Popov Vodka 80 Prf,12,1000,3,$8.25,3.00
INV-11214800023,03/30/2018,2190,Des Moines,50314,34690,Sobieski,12,750,1,$9.75,0.75
INV-11214800022,03/30/2018,2190,Des Moines,50314,77889,Smirnoff Ruby Red Grapefruit,12,750,1,$12.38,0.75
INV-11214800021,03/30/2018,2190,Des Moines,50314,77703,Smirnoff Passion Fruit,12,750,1,$12.38,0.75
INV-11214800020,03/30/2018,2190,Des Moines,50314,37997,Smirnoff 80prf,12,1000,3,$13.88,3.00
INV-11214800019,03/30/2018,2190,Des Moines,50314,36870,Ciroc 80prf,12,1000,2,$34.13,2.00
INV-11214800018,03/30/2018,2190,Des Moines,50314,86884,Southern Comfort,24,375,3,$7.17,1.12
INV-11214800017,03/30/2018,2190,Des Moines,50314,87509,1800 Silver Tequila,12,375,1,$13.44,0.37
INV-11214800016,03/30/2018,2190,Des Moines,50314,10805,Crown Royal Regal Apple,24,375,1,$12.00,0.37
INV-11214800015,03/30/2018,2190,Des Moines,50314,48154,Hennessy Black,12,375,3,$19.49,1.12
INV-11214800014,03/30/2018,2190,Des Moines,50314,66295,Remy Martin V,24,200,1,$6.95,0.20
INV-11214800013,03/30/2018,2190,Des Moines,50314,66293,Remy Martin V,12,375,1,$11.82,0.37
INV-11214800012,03/30/2018,2190,Des Moines,50314,86390,Montezuma Triple Sec,12,1000,1,$38.40,1.00
INV-11214800011,03/30/2018,2190,Des Moines,50314,23826,Five Star,12,750,1,$63.00,0.75
INV-11214800010,03/30/2018,2190,Des Moines,50314,43848,Ronrico Silver Label Rum (pr),6,1750,1,$66.18,1.75
INV-11214800009,03/30/2018,2190,Des Moines,50314,25608,Seagrams 7 Crown Bl Whiskey,6,1750,1,$107.64,1.75
INV-11214800008,03/30/2018,2190,Des Moines,50314,21598,Ten High,6,1750,1,$83.16,1.75
INV-11214800007,03/30/2018,2190,Des Moines,50314,26826,Jack Daniels Old #7 Black Lbl,12,750,1,$280.32,0.75
INV-11214800006,03/30/2018,2190,Des Moines,50314,11298,Crown Royal Canadian Whisky,6,1750,1,$287.94,1.75
INV-11214800005,03/30/2018,2190,Des Moines,50314,27100,Sazerac Rye,6,750,1,$152.46,0.75
INV-11214800004,03/30/2018,2190,Des Moines,50314,37418,Popov Vodka 80 Prf,6,1750,1,$76.50,1.75
INV-11214800003,03/30/2018,2190,Des Moines,50314,52199,Paul Masson Grande Amber Brandy VS,48,100,1,$72.00,0.10
INV-11214800002,03/30/2018,2190,Des Moines,50314,11294,Crown Royal Canadian Whisky,24,375,1,$288.00,0.37
INV-11214800001,03/30/2018,2190,Des Moines,50314,34164,Ciroc 80prf,24,200,1,$180.00,0.20
INV-11214700001,03/30/2018,3635,Ogden,50212,43124,Bacardi Superior Rum,24,375,2,$0.00,0.75
INV-11214600011,03/30/2018,5358,Bevington,50033,36308,Hawkeye Vodka,6,1750,1,$64.56,1.75
INV-11214600010,03/30/2018,5358,Bevington,50033,34006,Absolut Swedish Vodka 80 Prf,12,750,2,$206.88,1.50
INV-11214600009,03/30/2018,5358,Bevington,50033,12404,Canadian Ltd Whisky,24,375,1,$73.92,0.37
INV-11214600008,03/30/2018,5358,Bevington,50033,36304,Hawkeye Vodka,24,375,1,$66.96,0.37
INV-11214600007,03/30/2018,5358,Bevington,50033,25604,Seagrams 7 Crown Bl Whiskey,24,375,1,$126.00,0.37
INV-11214600006,03/30/2018,5358,Bevington,50033,34820,Svedka Vodka,12,750,1,$148.56,0.75
INV-11214600005,03/30/2018,5358,Bevington,50033,52579,E & J Vsop Superior Reserve Mini,10,500,3,$11.52,1.50
INV-11214600004,03/30/2018,5358,Bevington,50033,36965,New Amsterdam Vodka Mini,10,500,2,$8.31,1.00
INV-11214600003,03/30/2018,5358,Bevington,50033,75208,Kinky Liqueur Mini,6,500,1,$7.26,0.50
INV-11214600002,03/30/2018,5358,Bevington,50033,11771,Black Velvet Mini,10,600,2,$10.20,1.20
INV-11214600001,03/30/2018,5358,Bevington,50033,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,5,$45.00,15.00
INV-11214500021,03/30/2018,4253,Winterset,50273,78866,Paramount Creme De Cacao/white,12,750,6,$7.50,4.50
INV-11214500020,03/30/2018,4253,Winterset,50273,76486,Paramount Amaretto,12,750,3,$5.25,2.25
INV-11214500019,03/30/2018,4253,Winterset,50273,44520,Cruzan Vanilla Rum,12,750,3,$10.25,2.25
INV-11214500018,03/30/2018,4253,Winterset,50273,37416,Popov Vodka 80 Prf,12,750,6,$6.75,4.50
INV-11214500017,03/30/2018,4253,Winterset,50273,69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,3,$12.99,2.25
INV-11214500016,03/30/2018,4253,Winterset,50273,77740,Smirnoff Raspberry,12,750,3,$12.38,2.25
INV-11214500015,03/30/2018,4253,Winterset,50273,36306,Hawkeye Vodka,12,750,1,$60.12,0.75
INV-11214500014,03/30/2018,4253,Winterset,50273,23826,Five Star,12,750,1,$63.00,0.75
INV-11215700011,03/30/2018,3717,Sumner,50674,89916,Tortilla Gold Tequila,12,750,2,$9.30,1.50
INV-11215700010,03/30/2018,3717,Sumner,50674,18352,Four Roses Yellow Label,12,750,1,$16.22,0.75
INV-11215700009,03/30/2018,3717,Sumner,50674,27410,Jim Beam Honey,12,750,2,$15.74,1.50
INV-11215700008,03/30/2018,3717,Sumner,50674,12408,Canadian Ltd Whisky,6,1750,1,$82.26,1.75
INV-11215700007,03/30/2018,3717,Sumner,50674,35918,Five O'clock Vodka,6,1750,1,$64.80,1.75
INV-11215700006,03/30/2018,3717,Sumner,50674,21598,Ten High,6,1750,1,$83.16,1.75
INV-11215700005,03/30/2018,3717,Sumner,50674,43337,Captain Morgan Spiced Rum,12,1000,1,$211.56,1.00
INV-11215700004,03/30/2018,3717,Sumner,50674,36908,Mccormick Vodka Pet,6,1750,1,$67.26,1.75
INV-11215700003,03/30/2018,3717,Sumner,50674,41692,Uv Blue (raspberry) Vodka,6,1750,1,$98.94,1.75
INV-11215700002,03/30/2018,3717,Sumner,50674,11296,Crown Royal,12,750,2,$23.39,1.50
INV-11215700001,03/30/2018,3717,Sumner,50674,11296,Crown Royal,12,750,1,$280.68,0.75
INV-11215600019,03/30/2018,5352,Tripoli,50676,26827,Jack Daniels Old #7 Black Lbl,12,1000,1,$340.08,1.00
INV-11215600018,03/30/2018,5352,Tripoli,50676,19067,Jim Beam,12,1000,3,$18.89,3.00
INV-11215600017,03/30/2018,5352,Tripoli,50676,80686,Dekuyper Blustery Peppermint Burst,12,750,1,$116.52,0.75
INV-11215600016,03/30/2018,5352,Tripoli,50676,75208,Kinky Liqueur Mini,6,500,3,$7.26,1.50
INV-11215600015,03/30/2018,5352,Tripoli,50676,69657,Dr. Mcgillicuddy's Mentholmint,12,1000,6,$16.50,6.00
INV-11215600014,03/30/2018,5352,Tripoli,50676,69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,6,$16.50,6.00
INV-11215600013,03/30/2018,5352,Tripoli,50676,43137,Bacardi Limon,12,1000,1,$171.00,1.00
INV-11215600012,03/30/2018,5352,Tripoli,50676,42717,Malibu Coconut Rum,12,1000,1,$188.88,1.00
INV-11215600011,03/30/2018,5352,Tripoli,50676,36308,Hawkeye Vodka,6,1750,1,$64.56,1.75
INV-11215600010,03/30/2018,5352,Tripoli,50676,36305,Hawkeye Vodka,12,750,1,$60.12,0.75
INV-11215600009,03/30/2018,5352,Tripoli,50676,35917,Five O'clock Vodka,12,1000,4,$6.26,4.00
INV-11215600008,03/30/2018,5352,Tripoli,50676,29996,Five O'clock Gin,12,750,1,$62.28,0.75
INV-11215600007,03/30/2018,5352,Tripoli,50676,24458,Kessler Blend Whiskey,6,1750,1,$99.00,1.75
INV-11215600006,03/30/2018,5352,Tripoli,50676,12408,Canadian Ltd Whisky,6,1750,2,$82.26,3.50
INV-11215600005,03/30/2018,5352,Tripoli,50676,11788,Black Velvet,6,1750,3,$94.08,5.25
INV-11215600004,03/30/2018,5352,Tripoli,50676,11777,Black Velvet,12,1000,1,$119.40,1.00
INV-11215600003,03/30/2018,5352,Tripoli,50676,10805,Crown Royal Regal Apple,24,375,3,$12.00,1.12
INV-11215600002,03/30/2018,5352,Tripoli,50676,10628,Canadian Club Whisky,6,1750,1,$127.56,1.75
INV-11215600001,03/30/2018,5352,Tripoli,50676,10548,Black Velvet Toasted Caramel,6,1750,1,$116.94,1.75
INV-11215500018,03/30/2018,5007,Denver,50622,15627,Jameson,12,1000,4,$28.47,4.00
INV-11215500017,03/30/2018,5007,Denver,50622,12888,Rich & Rare Canadian Whisky,6,1750,1,$80.82,1.75
INV-11215500016,03/30/2018,5007,Denver,50622,35418,Burnett's Vodka 80 Prf,6,1750,4,$14.22,7.00
INV-11215500015,03/30/2018,5007,Denver,50622,27544,Red Stag Black Cherry,12,750,4,$15.74,3.00
INV-11215500014,03/30/2018,5007,Denver,50622,67266,Yukon Jack Canadian Liqueur,12,750,1,$166.56,0.75
INV-11215500013,03/30/2018,5007,Denver,50622,67586,Kapali Coffee Liqueur,12,750,4,$8.58,3.00
INV-11215500012,03/30/2018,5007,Denver,50622,57125,Chi-Chi's Gold Margarita,6,1750,4,$9.75,7.00
INV-11215500011,03/30/2018,5007,Denver,50622,58886,Jose Cuervo Light White Peach Margarita,6,1750,4,$13.11,7.00
INV-11215500010,03/30/2018,5007,Denver,50622,48106,Hennessy Vs Cognac,12,750,4,$29.99,3.00
INV-11215500009,03/30/2018,5007,Denver,50622,43316,Captain Morgan Private Stock Rum,12,750,4,$17.99,3.00
INV-11215500008,03/30/2018,5007,Denver,50622,31475,New Amsterdam Gin,12,750,4,$11.25,3.00
INV-11215500007,03/30/2018,5007,Denver,50622,87408,Jose Cuervo Especial Silver,12,750,5,$16.61,3.75
INV-11215500006,03/30/2018,5007,Denver,50622,25606,Seagrams 7 Crown Bl Whiskey,12,750,4,$10.50,3.00
INV-11215500005,03/30/2018,5007,Denver,50622,10550,Black Velvet Toasted Caramel,12,750,4,$10.13,3.00
INV-11215500004,03/30/2018,5007,Denver,50622,11788,Black Velvet,6,1750,2,$94.08,3.50
INV-11215500003,03/30/2018,5007,Denver,50622,12408,Canadian Ltd Whisky,6,1750,1,$82.26,1.75
INV-11215500002,03/30/2018,5007,Denver,50622,12407,Canadian Ltd Whisky,12,1000,6,$8.25,6.00
INV-11215500001,03/30/2018,5007,Denver,50622,34030,Absolut Citron (lemon Vodka),12,750,5,$17.24,3.75
INV-11215400016,03/30/2018,4631,Cedar Falls,50613,11774,Black Velvet,24,375,1,$110.64,0.37
INV-11215400015,03/30/2018,4631,Cedar Falls,50613,36308,Hawkeye Vodka,6,1750,1,$64.56,1.75
INV-11215400014,03/30/2018,4631,Cedar Falls,50613,36304,Hawkeye Vodka,24,375,1,$66.96,0.37
INV-11215400013,03/30/2018,4631,Cedar Falls,50613,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,3,$13.59,1.50
INV-11215400012,03/30/2018,4631,Cedar Falls,50613,86691,Jack Daniel's Tennessee Fire Mini,12,500,2,$13.59,1.00
INV-11215400011,03/30/2018,4631,Cedar Falls,50613,35916,Five O'clock Vodka,12,750,1,$60.72,0.75
INV-11215400010,03/30/2018,4631,Cedar Falls,50613,35914,Five O'clock Vodka,24,375,1,$69.60,0.37
INV-11215400009,03/30/2018,4631,Cedar Falls,50613,11786,Black Velvet Traveler,12,750,1,$94.20,0.75
INV-11215400008,03/30/2018,4631,Cedar Falls,50613,11776,Black Velvet,12,750,1,$94.20,0.75
INV-11215400007,03/30/2018,4631,Cedar Falls,50613,43024,Admiral Nelson Spiced Rum,24,375,1,$98.64,0.37
INV-11215400006,03/30/2018,4631,Cedar Falls,50613,43025,Admiral Nelson Spiced Rum Traveler,12,750,1,$104.04,0.75
INV-11215400005,03/30/2018,4631,Cedar Falls,50613,43338,Captain Morgan Spiced Rum,6,1750,1,$162.00,1.75
INV-11215400004,03/30/2018,4631,Cedar Falls,50613,43328,Captain Morgan White,12,750,2,$12.39,1.50
INV-11215400003,03/30/2018,4631,Cedar Falls,50613,48106,Hennessy Vs Cognac,12,750,2,$359.88,1.50
INV-11215400002,03/30/2018,4631,Cedar Falls,50613,48105,Hennessy VS,12,375,2,$188.88,0.75
INV-11215400001,03/30/2018,4631,Cedar Falls,50613,48099,Hennessy VS,24,200,2,$224.64,0.40
INV-11215300030,03/30/2018,4147,Cedar Falls,50613,67161,Three Olives Ros�,12,750,6,$14.94,4.50
INV-11215300029,03/30/2018,4147,Cedar Falls,50613,82786,Dekuyper Buttershots,12,750,4,$9.71,3.00
INV-11215300028,03/30/2018,4147,Cedar Falls,50613,89386,Juarez Tequila Gold,12,750,4,$11.25,3.00
INV-11215300027,03/30/2018,4147,Cedar Falls,50613,43126,Bacardi Superior Rum,12,750,6,$12.39,4.50
INV-11215300026,03/30/2018,4147,Cedar Falls,50613,35179,Pearl Blueberry Vodka,12,750,4,$10.50,3.00
INV-11215300025,03/30/2018,4147,Cedar Falls,50613,5326,Johnnie Walker Black,12,750,4,$31.49,3.00
INV-11215300024,03/30/2018,4147,Cedar Falls,50613,28866,Tanqueray Gin,12,750,6,$19.50,4.50
INV-11215300023,03/30/2018,4147,Cedar Falls,50613,28236,Bombay Sapphire Gin,12,750,6,$20.25,4.50
INV-11215300022,03/30/2018,4147,Cedar Falls,50613,36969,New Amsterdam Vodka,12,750,6,$11.25,4.50
INV-11215300021,03/30/2018,4147,Cedar Falls,50613,19226,Knob Creek,6,750,4,$29.91,3.00
INV-11214500013,03/30/2018,4253,Winterset,50273,57148,Chi-Chi's Margarita W/tequila,6,1750,1,$58.50,1.75
INV-11214500012,03/30/2018,4253,Winterset,50273,43028,Admiral Nelson Spiced Rum,6,1750,1,$103.98,1.75
INV-11214500011,03/30/2018,4253,Winterset,50273,43128,Bacardi Superior Rum,6,1750,1,$135.00,1.75
INV-11214500010,03/30/2018,4253,Winterset,50273,12478,Canadian Mist Canadian Why Pet,6,1750,1,$99.54,1.75
INV-11214500009,03/30/2018,4253,Winterset,50273,58838,Jose Cuervo Authentic Lime Margarita,6,1750,1,$78.66,1.75
INV-11214500008,03/30/2018,4253,Winterset,50273,11776,Black Velvet,12,750,1,$94.20,0.75
INV-11214500007,03/30/2018,4253,Winterset,50273,34008,Absolut Swedish Vodka 80 Prf,6,1750,1,$179.94,1.75
INV-11214500006,03/30/2018,4253,Winterset,50273,86886,Southern Comfort,12,750,1,$186.00,0.75
INV-11214500005,03/30/2018,4253,Winterset,50273,42703,Malibu Pineapple Rum,12,750,1,$134.88,0.75
INV-11214500004,03/30/2018,4253,Winterset,50273,42716,Malibu Coconut Rum,12,750,4,$134.88,3.00
INV-11214500003,03/30/2018,4253,Winterset,50273,43338,Captain Morgan Spiced Rum,6,1750,15,$162.00,26.25
INV-11214500002,03/30/2018,4253,Winterset,50273,38176,Titos Handmade Vodka,12,750,4,$173.52,3.00
INV-11214500001,03/30/2018,4253,Winterset,50273,38177,Titos Handmade Vodka,12,1000,1,$228.12,1.00
INV-11214400045,03/30/2018,2672,Winterset,50273,5036,Glenlivet 12YR,12,750,2,$35.22,1.50
INV-11214400044,03/30/2018,2672,Winterset,50273,10836,Crown Royal Black,12,750,3,$25.50,2.25
INV-11214400043,03/30/2018,2672,Winterset,50273,64736,Citronge,12,750,2,$20.63,1.50
INV-11214400042,03/30/2018,2672,Winterset,50273,36965,New Amsterdam Vodka Mini,10,500,1,$83.10,0.50
INV-11214400041,03/30/2018,2672,Winterset,50273,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,2,$45.00,6.00
INV-11214400040,03/30/2018,2672,Winterset,50273,72915,Captain Morgan Watermelon Smash Mini,12,50,1,$89.28,0.05
INV-11214400039,03/30/2018,2672,Winterset,50273,33286,Seagrams Peach Twisted Gin,12,750,1,$116.88,0.75
INV-11214400038,03/30/2018,2672,Winterset,50273,10791,Crown Royal Vanilla,12,750,1,$280.68,0.75
INV-11214400037,03/30/2018,2672,Winterset,50273,33983,Absolut Berri Acai,12,750,1,$206.88,0.75
INV-11214400036,03/30/2018,2672,Winterset,50273,38176,Titos Handmade Vodka,12,750,1,$173.52,0.75
INV-11214400035,03/30/2018,2672,Winterset,50273,57148,Chi-Chi's Margarita W/tequila,6,1750,1,$58.50,1.75
INV-11214400034,03/30/2018,2672,Winterset,50273,43299,Captain Morgan Coconut,12,750,1,$148.68,0.75
INV-11214400033,03/30/2018,2672,Winterset,50273,72916,Captain Morgan Watermelon Smash,6,750,1,$81.00,0.75
INV-11214400032,03/30/2018,2672,Winterset,50273,17956,Evan Williams Str Bourbon,12,750,1,$139.32,0.75
INV-11214400031,03/30/2018,2672,Winterset,50273,11774,Black Velvet,24,375,1,$110.64,0.37
INV-11214400030,03/30/2018,2672,Winterset,50273,64864,Fireball Cinnamon Whisky,24,375,1,$192.00,0.37
INV-11214400029,03/30/2018,2672,Winterset,50273,44557,Cruzan Strawberry Rum,12,750,1,$123.00,0.75
INV-11214400028,03/30/2018,2672,Winterset,50273,35918,Five O'clock Vodka,6,1750,1,$64.80,1.75
INV-11214400027,03/30/2018,2672,Winterset,50273,36886,Mccormick Vodka,12,750,1,$59.64,0.75
INV-11214400026,03/30/2018,2672,Winterset,50273,38008,Smirnoff PET 80prf,6,1750,1,$132.78,1.75
